plaintext,ciphertext,cipher_type,key,ciphertext_length,avg_char_freq,unique_chars
this is a secret message number 773,xREWN Q O CMAOSO UCPGVQM KIHLMP 773,vigenere,yxovki,35,1.5909090909090908,22
this is a secret message number 774,LZK AK  KWUJWL EWKKSWY FMETWJ 774,caesar,18,33,2.0625,16
this is a secret message number 775,tietsne5hscwmauriarpegm7sseseb7,columnar,hnrv,31,1.8235294117647058,17
this is a secret message number 776,t ac sb7hsi  retmsaaenme 7isseegur6,rail_fence,3,35,2.1875,16
this is a secret message number 777,SGHR HR nZ RDQBDS hDRRZFD MTLADQ 777,caesar,25,36,2.1176470588235294,17
this is a secret message number 778,CxVF E FJ FRLNRG IRFBWTR JlZKAE 778,vigenere,jwnn,35,1.6666666666666667,21
this is a secret message number 779,tsce rhi remene i ase sgub79t tam7,rail_fence,4,34,2.125,16
this is a secret message number 780,ILVZ VY A HIPYKifHEEHETL AAHBQG 7x0,vigenere,penhgngvam,35,1.75,20
this is a secret message number 781,ta  7hm tmen 8isseegur1siermsae csb,rail_fence,5,35,2.0588235294117645,17
this is a secret message number 782,HVWG WG O GSQFSH rSAGGOUS BIAPeF 782,caesar,14,36,1.894736842105263,19
this is a secret message number 783,tietsnie3hscmarsseseb8iaregm7,columnar,ache,29,1.9333333333333333,15
this is a secret message number 784,CQRBRB J BNLANC VNBBJNP WDVNA 784,caesar,9,33,2.0625,16
this is a secret message number 785,LANQ AB S AZUKMOcFMNKTOZ GCHTXZ 785,vigenere,stiv,35,1.5909090909090908,22
this is a secret message number 786,tisasce esg ubr76hnsi  ertmsaenme 8,rail_fence,2,35,2.0588235294117645,17
this is a secret message number 787,icsbsraeteu7iegarhesmamn8ste7,columnar,eubdlzx,29,1.9333333333333333,15
this is a secret message number 788,NBCM CM UM YWLN GYMMUAY HOGVYL 78k8,caesar,20,35,2.0588235294117645,17
this is a secret message number 789,t ac s b7khsi  ertmsfaenme 8ihsseegur9,rail_fence,3,38,2.0,19
this is a secret message number 790,AoOPZ PZ H ZLeYAL TLZZHNL UBTILY 790,caesar,7,36,2.0,18
this is a secret message number 791,t azc s b7hsi  ertsseanme 9isseegur1,rail_fence,3,36,2.0,18
this is a secret message number 792,icsiegrhesmsthe7sraeamn9tseu2,columnar,uobrdqt,29,1.9333333333333333,15
this is a secret message number 793,ODDZ RT C OZJEN OZONHTN WHXZY 793,vigenere,vwvhnjbuc,33,1.9411764705882353,17
this is a secret message number 794,ESDT TDh L DPNCPE uPDDLRP YFXMPC 794,caesar,11,36,1.894736842105263,19
this is a secret message number 795,ZNOY OY G YKIKXZ SKYYGMK TSHkKX 795,caesar,6,35,2.0588235294117645,17
this is a secret message number 796,OPYN QI V IZXZUO UUNIW VKHWaMH 796,vigenere,viqv,34,1.7894736842105263,19
this is a secret message number 797,tsce rxi ermsnee i ase sgb77s tam9,rail_fence,4,34,2.2666666666666666,15
this is a secret message number 798,LZAK AK  SWUJWL EWKKSYW FMTWJ 798,caesar,18,33,1.9411764705882353,17
this is a secret message number 799,HVBQ KG I LGQFMC OSGAJZG BChVUGFo799,vigenere,ooijtc,36,1.6363636363636365,22
this is a secret message number 800,hscmarsseseb0iargem8tietsne0,columnar,wcri,28,2.0,14
this is a secret message number 801,t ac s b8his  ermtsaenme 0isseegurl1,rail_fence,3,36,2.0,18
this is a secret message number 802,t acz s b8hsq  ertmsaenme 0isseekur2,rail_fence,3,36,1.894736842105263,19
this is a secret message number 803,istam0semgb3aesu8vsrsnriceee,columnar,omcfp,28,1.75,16
this is a secret message number 804,tesesmuitni4rg8hcaraemsssee0,columnar,dqmzjiwx,28,1.8666666666666667,15
this is a secret message number 805,DRSC SC KCOBOD WOCCKQO XEWgLOB 805,caesar,10,34,2.0,17
this is a secret message number 806,amn0csbsteeiegrsraehesmtseu6,columnar,zodnhfb,28,1.8666666666666667,15
this is a secret message number 807,BZNy QY I XJICHE EJXYQEP FZRHUP 807,vigenere,isffgqyl,35,1.75,20
this is a secret message number 808,t acss b8hi  ertmsaenme 0isseegur8,rail_fence,3,34,2.125,16
this is a secret message number 809,seabatgescsu0ieen8irsm9hqsmer,columnar,czolxb,29,1.7058823529411764,17
this is a secret message number 810,JSSWCQ gD DOGDYR PUDCESY VXCMOeV 810,vigenere,qlkemuyid,36,1.6363636363636365,22
this is a secret message number 811,icsbcesmsraeskte8iegrtseu1amn1,columnar,ulhptqv,30,2.0,15
this is a secret message number 812,OPZ PZ H ZLJYL ATLZHNL UBTILY 812,caesar,7,33,1.9411764705882353,17
this is a secret message number 813,taz  8h  tmen 1isseegur3skiersme csb,rail_fence,5,36,1.894736842105263,19
this is a secret message number 814,ti sasce esg ubr84hsi  erftmaemne 1,rail_fence,2,35,1.9444444444444444,18
this is a secret message number 815,KEWJ Wl O PSTOSK lVPGRDS KIDYSx 815,vigenere,rxo,35,1.75,20
this is a secret message number 816,ieen8scsu1tatgehsmerssabirdsm6,columnar,mqcgzw,30,1.7647058823529411,17
this is a secret message number 817,ti sasc eesg ubr87shi ertmsaenme 1,rail_fence,2,34,2.0,17
this is a secret message number 818,hesmtseu8icspam1sraeiegrste8,columnar,dbenowl,28,2.0,14
this is a secret message number 819,see1erc8itn9aemtesehcarssbsmu,columnar,prjenyos,29,1.9333333333333333,15
this is a secret message number 820,OCNh DN V NZXMZO HZNNVBZ IPHWZM 820,caesar,21,35,1.9444444444444444,18
this is a secret message number 821,t ac b8hsib  ertmsaenme 2isseegur1,rail_fence,3,34,2.0,17
this is a secret message number 822,t ac s b8shi  ermtmsaneme 2isseegur2,rail_fence,3,36,2.25,16
this is a secret message number 823,qOOIO SU G ZEYZOV SZZhWOO HAHIE N823,vigenere,vhawikcug,36,1.894736842105263,19
this is a secret message number 824,HVWG eWG O GSQFSH SAGGOUS BIPASF 824,caesar,14,36,2.0,18
this is a secret message number 825,tsrsnristam2iceeesemgb5haresu8,columnar,azfph,30,1.875,16
this is a secret message number 826,BWGQ UA YeGQKGCR YMHQyUQ CSPQZ 826,vigenere,ipyyom,34,1.619047619047619,21
this is a secret message number 827,YMNX NX F XJHWJY RJXXFLJ SyRGJW 8b7,caesar,5,35,2.0588235294117645,17
this is a secret message number 828,ZNZGpHG O YVQEDH AKYJOTD LSHVF i28,vigenere,ggronzoyo,34,1.5454545454545454,22
this is a secret message number 829,t ac  b8hsi  ertmsenme 2psseegur9,rail_fence,3,33,1.8333333333333333,18
this is a secret message number 830,t ac s b8hsi yertdhmsaenme 3isseegur0,rail_fence,3,37,1.9473684210526316,19
this is a secret message number 831,sseseb3tietsnd1aregm8hscmaur,columnar,epkb,28,1.6470588235294117,17
this is a secret message number 832,ESTD TD L DPNCPE XPtDLRP FYXMPC 82,caesar,11,34,2.0,17
this is a secret message number 833,OgCN DN V NZXMZO HZNNVBZ PIHWZM 833,caesar,21,35,2.0588235294117645,17
this is a secret message number 834,OMHN HN Z vmXDXWqO LZXRVLD STHGDM 834,vigenere,vfz,37,1.7619047619047619,21
this is a secret message number 835,PBUgQ VOM  ARYLQR ZAMEYOR wGKJRN 835,vigenere,wumyin,36,1.565217391304348,23
this is a secret message number 836,XLxMW MW EyWIGVIX QIWWEKI RYQFIV 83t6,caesar,4,37,1.85,20
this is a secret message number 837,ste8iegramngtseu7icshbesmsrae,columnar,ltoxdcg,29,1.9333333333333333,15
this is a secret message number 838,SiUnCH IR U DEBEYI MDFMPRE AOBMqEQ 838,vigenere,znupla,38,1.7272727272727273,22
this is a secret message number 839,TNFO IY W SKZNVTJ AJSGDA NJXVR 839,vigenere,agxwr,34,1.619047619047619,21
this is a secret message number 840,t ac s bmhsi  ertmsaenme gisseecur0,rail_fence,3,35,2.3333333333333335,15
this is a secret message number 841,EFP PF X mPBZOBQ JBPPXDB KRJYBO 841,caesar,23,35,1.9444444444444444,18
this is a secret message number 842,KNO OE R EATXQP gQOJGSA TGSKD 842,vigenere,rgmw,33,1.736842105263158,19
this is a secret message number 843,JXYI YI Q IUSHUJ CUIIUD KCRUH 843,caesar,16,33,2.0625,16
this is a secret message number 844,ZoNOY OY G YuKIXgKZ SKYYGMK TASHKX 844,caesar,6,38,2.0,19
this is a secret message number 845,ta  8h blmen 4isseegur5siersame csb,rail_fence,5,35,1.9444444444444444,18
this is a secret message number 846,tsce rhiermsene i are sugb86s tam4,rail_fence,4,34,2.0,17
this is a secret message number 847,tac s b8hsi  ertqsaenme 4isseegru7,rail_fence,3,34,1.8888888888888888,18
this is a secret message number 848,iaregm8ssseeb4jscmaurtietsne8,columnar,wuhk,29,1.9333333333333333,15
this is a secret message number 849,amn4ste8iegsrraehesmtseui9csb,columnar,smzkigf,29,1.8125,16
this is a secret message number 850,MSUL UL M DQVCQM YXDETRQtYGrFQK 850,vigenere,tlm,35,1.5909090909090908,22
this is a secret message number 851,t ar s b8hsi  ertmasenme 5isseegur,rail_fence,3,34,2.2666666666666666,15
this is a secret message number 852,ssbsmuitx2teseaemirg8se5ehcar,columnar,qyuvjetd,29,1.8125,16
this is a secret message number 853,iceeeisttm5haesu8semgb3zsrsnr,columnar,xtkwh,29,1.7058823529411764,17
this is a secret message number 854,pWSFV FV X DBFCBW JHDPRDB RYPMBU 854,vigenere,dlx,36,1.8,20
this is a secret message number 855,icsbeste8sraeiegrhemsamn5tseu5,columnar,xsalmbt,30,2.0,15
this is a secret message number 856,ta  8h  tmen 5isegeuy6siersame csb,rail_fence,5,34,1.8888888888888888,18
this is a secret message number 857,YEX OFH F HAHOTP JOXXVA KlIGBG 857,vigenere,fxpw,34,1.7,20
this is a secret message number 858,smegb8tsrsnrhaesu8istam5cieee,columnar,fludy,29,1.9333333333333333,15
this is a secret message number 859,eEEI KH kO HBYHV LSQHXCU PJLPCG 859,vigenere,pxwqhcpzoy,35,1.5217391304347827,23
this is a secret message number 860,semgb0tsrsnhaesu8iceeefstam6,columnar,jkxbn,28,1.6470588235294117,17
this is a secret message number 861,QzFP FP X PBbZOBQ JBPPXDB KRJYBO 861,caesar,23,36,2.0,18
this is a secret message number 862,ta  8l  tmen 6isseegurhsiersamedcsb,rail_fence,5,35,1.9444444444444444,18
this is a secret message number 863,KYZJ ZJ R JVTIVK DVJJRXV ELDSVIr68,caesar,17,34,2.0,17
this is a secret message number 864,bTUEwUE M EQODQF tYQEEMSQ ZGYNQD 864,caesar,12,36,1.8,20
this is a secret message number 865,ti sasoe esg ubr85hsh  ertmsaenme6,rail_fence,2,34,2.0,17
this is a secret message number 866,KYy ZJ R JVTIVK DVJJRXV EoLDSVI 866,caesar,17,35,1.9444444444444444,18
this is a secret message number 867,DLRV FG H WNdYBH TOWBDNB DBWFoNU 867,vigenere,kejdhxoqh,36,1.8,20
this is a secret message number 868,SCRV HC D ROWUY SGHMRKbH MEGEYQ 868,vigenere,zkudu,35,1.8421052631578947,19
this is a secret message number 869,tscre hi ermsene i ase sgub89s tm6,rail_fence,4,34,2.0,17
this is a secret message number 870,t ac s b8his  ertmseanme 7isseegur,rail_fence,3,34,2.125,16
this is a secret message number 871,tsce rhi exmsene i ase gub81s tam7,rail_fence,4,34,1.8888888888888888,18
this is a secret message number 872,ta c s b8hsi  ertmsaenme 7siseegtr2,rail_fence,3,35,2.1875,16
this is a secret message number 873,XFYM PG E IYUYPS KMKHUA LKGTLF y873,vigenere,eyqushow,35,1.75,20
this is a secret message number 874,JXYI YI Q IUSHhUJ UIIQWU DvCRUH 874,caesar,16,35,1.9444444444444444,18
this is a secret message number 875,irsm5scsu7svabieenltatgehsmer,columnar,xztibl,29,1.7058823529411764,17
this is a secret message number 876,stce rhimermsene i ase sgub86s atm7,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 877,VJKU U C GETGVf OGUUCIG PWODGT 877,caesar,2,34,2.0,17
this is a secret message number 878,YZLX LX D KHHJHY JKVfYH FXRTHW 878,vigenere,fsd,34,2.0,17
this is a secret message number 879,FANE WK M XQLFoIW FJEBOYT GZYKS J879,vigenere,mtfmjosp,36,1.5,24
this is a secret message number 880,YyX NX F XJHWJY RiJXXFLJ SZRGJW 880,caesar,5,35,2.0588235294117645,17
this is a secret message number 881,ZXFV YnP G PHIHBW CBcVYQDH DRPHUO 881,vigenere,gqxd,37,1.6818181818181819,22
this is a secret message number 882,tsce hi ermsene i se sgub82s ta8m,rail_fence,4,33,2.0625,16
this is a secret message number 883,GWSMpzX P MNCWRI GNSXNO WUROTB 883,vigenere,npkujaf,34,1.7894736842105263,19
this is a secret message number 884,ti srsce esg ubro4hsi  ertmqaenme 8,rail_fence,2,35,1.9444444444444444,18
this is a secret message number 885,TYC VKznR SCSBDG VVTSYWO AMVSFR 885,vigenere,ayqkznsjrb,35,1.75,20
this is a secret message number 886,t gc s b8hsi  jertmsaenme 8isseegur6,rail_fence,3,36,2.1176470588235294,17
this is a secret message number 887,ZkKKY KY C VGIUGZ OKVUGJG QWSEG X8t87,vigenere,gdc,37,1.85,20
this is a secret message number 888,NCZP DJ  UJBMWVQ HVPkVXB ILJVZI 888,vigenere,uvrx,35,1.8421052631578947,19
this is a secret message number 889,XRFW FW X CBGBBXJ ICPEQB XRQLB 889,vigenere,ekx,34,2.125,16
this is a secret message number 890,SGHRHR ZDRBQDS LDRRZFD MTLADQ 890,caesar,25,33,1.9411764705882353,17
this is a secret message number 891,CQRB RB J BNLANC VNBBPJN WDVKNA 8e91,caesar,9,36,2.0,18
this is a secret message number 892,ti sasce esg ubr82hsh  ertmsaenme ,rail_fence,2,34,2.125,16
this is a secret message number 893,SGHHR R Z RDBQDS LDRRZdFD MTLADQ 893,caesar,25,36,2.0,18
this is a secret message number 894,tsice rhi ermsene i sae sgub84s tas9,rail_fence,4,36,2.1176470588235294,17
this is a secret message number 895,smuitn5aemteseirg8hsee9hcarss,columnar,kwlncahx,29,1.9333333333333333,15
this is a secret message number 896,BPQA Q AI AMKZMB UMAAIOM qCUJMZ 89c6,caesar,8,36,2.0,18
this is a secret message number 897,HCBN DL O LZQMXO HXNGVZZ fINHZPK 8l97,vigenere,ovtv,37,1.6818181818181819,22
this is a secret message number 898,RFGf GQ YrQCAPCR KCQQYE LSKZCP 898,caesar,24,34,1.8888888888888888,18
this is a secret message number 899,sseseb9hspcmauriaregy8tietsne9,columnar,ytua,30,1.7647058823529411,17
this is a secret message number 900,tietsne0iaregm9hscmaurssseheb0,columnar,agfl,30,2.0,15
this is a secret message number 901,EHXE PH Z DERDIA XSzDAVQ UJXqEC 901,vigenere,lapmehplza,35,1.6666666666666667,21
this is a secret message number 902,ieen9tatgescsu0seabhsymerilrsm2,columnar,hsepzr,31,1.7222222222222223,18
this is a secret message number 903,iaregm9hscmaursceseb0tietsne3,columnar,rjeo,29,1.8125,16
this is a secret message number 904,QEFPkFP X PBZOBQ JBPPqDB KRJYBO 04,caesar,23,34,1.8888888888888888,18
this is a secret message number 905,MABL BL eT LXVKXM FXLzTZX NFUXK 905,caesar,19,35,1.9444444444444444,18
this is a secret message number 906,ta  9h  tmen isseegur6siersaxo csb,rail_fence,5,34,1.8888888888888888,18
this is a secret message number 907,tsrsnristam0iceeehacesu9semgb7,columnar,fkhnj,30,1.875,16
this is a secret message number 908,CODN Dh V NZXMZOHZNNVBZ IPHWZM 908,caesar,21,34,1.8888888888888888,18
this is a secret message number 909,MABL BL Tf LXVKXM FXLLTZX GgFUXK 909,caesar,19,36,2.1176470588235294,17
this is a secret message number 910,tscerhi ermsen i ase sgub90sk tam1,rail_fence,4,34,1.8888888888888888,18
this is a secret message number 911,t ac s b9hsi  ertmsaenme 1ismeegur1,rail_fence,3,35,2.1875,16
this is a secret message number 912,JyPHI QR Q RUSZDJ UcIIIFU VTeRMQ 912,vigenere,qizq,36,1.7142857142857142,21
this is a secret message number 913,istam1semgb3tsrsnrhaesu9icee,columnar,rsamt,28,1.75,16
this is a secret message number 914,HVWGwWG O GSQFySH ASGGOUSzBIAPSF 914,caesar,14,36,1.8,20
this is a secret message number 915,qINXH XH P YTRXTI BTYHPMT TBJHG 915,vigenere,pgp,35,2.0588235294117645,17
this is a secret message number 916,DXKO TC C UPMHGP wXOIUWIP DWIDPuBe 916,vigenere,kqcwcl,38,1.8095238095238095,21
this is a secret message number 917,istam1iceeeehaesu9jsrsnrsemgb7,columnar,tlcwj,30,1.7647058823529411,17
this is a secret message number 918,KKQO RU p UATAGP VGOJJIA WWSINT 918,vigenere,rjcw,35,1.75,20
this is a secret message number 919,t ac s b9hsi  rtasaenme 1iseegur9,rail_fence,3,33,2.0625,16
this is a secret message number 920,WKLL V D VHFUHW PHVVDJH QXPEHU 920,caesar,3,34,2.0,17
this is a secret message number 921,haesu9istam2tsrsriceeesmgb1,columnar,mckuo,27,1.8,15
this is a secret message number 922,JXYI YI Q IUSHUJ CUIIQWU nDrKCRUo 922,caesar,16,37,1.9473684210526316,19
this is a secret message number 923,iceeesmgb3haesu9tsrsnristam2,columnar,lhqgc,28,1.75,16
this is a secret message number 924,sseseb2tietsne4hsgmauriaregqm9,columnar,joyf,30,1.875,16
this is a secret message number 925,ta  9h tmen 2isseegur5siearsaame csb,rail_fence,5,36,2.1176470588235294,17
this is a secret message number 926,ste9sraeamn2hesimegrtseu6cisb,columnar,nfpckad,29,1.8125,16
this is a secret message number 927,aemhcaritn7sees2muirg9ssbtjese,columnar,rfkhgiaq,30,1.7647058823529411,17
this is a secret message number 928,ti sascne esg bur98hsi  ertmsaenm 2,rail_fence,2,35,2.0588235294117645,17
this is a secret message number 929,saetseu9icsbset9amn2iegrhesm,columnar,bqeajfh,28,1.8666666666666667,15
this is a secret message number 930,SHAX IK Z KJBRWY MrmXRAYJ NMRAEJ 90,vigenere,zasf,35,1.75,20
this is a secret message number 931,ha  9h  tmhn xisseegur1siersame csb,rail_fence,5,35,2.0588235294117645,17
this is a secret message number 932,DMUN FyF NRHEwOY HRXFKLQ AZZLJD 932,vigenere,kfmvnfn,35,1.5217391304347827,23
this is a secret message number 933,OAPZa PZ H ZJLYLA TLZZHNL UBTILY 933,caesar,7,36,2.1176470588235294,17
this is a secret message number 934,irsy4scsu3tatgesebahsmerieen9,columnar,lsxfeo,29,1.7058823529411764,17
this is a secret message number 935,tsce rhis ersmsene i ase sgub95s ta3,rail_fence,4,36,2.1176470588235294,17
this is a secret message number 936,ta  9h  tmewn 3iseegur6sirsame csb,rail_fence,5,34,1.8888888888888888,18
this is a secret message number 937,hscmaurtietsne7sseseb3iaegv9,columnar,havu,28,1.6470588235294117,17
this is a secret message number 938,tscer hi ermseneuia se sgub98s tam3,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 939,YrYKB BO R BTVNJK LTOFXG CNIGVT 939,vigenere,frcjptw,35,1.8421052631578947,19
this is a secret message number 940,scsusirsm0seabtatgehsmeriee9n,columnar,tuximp,29,1.9333333333333333,15
this is a secret message number 941,JVFC EZ Q GBMPiA ACUGPKEA ZKCPBB 94l1,vigenere,qoxkywhmq,37,1.85,20
this is a secret message number 942,JTBD uWI T MSSDXE AUELLAS ZNXVSH a94a,vigenere,qmtluo,37,1.6818181818181819,22
this is a secret message number 943,CQB RB J mLANC VNBBJPN WDVKNA 943,caesar,9,33,1.8333333333333333,18
this is a secret message number 944,tsce xrhi ermsene i aspe sgub94s ltam4,rail_fence,4,38,2.0,19
this is a secret message number 945,JYXIrYI Q IUSHUJ CUIIQWq DKCRUH 945,caesar,16,35,1.8421052631578947,19
this is a secret message number 946,YMgNX NX F XJHWJYkRJXFLJ SZRGJW 946,caesar,5,35,1.8421052631578947,19
this is a secret message number 947,aw 9h  tmen 4isseegur7siersamb csb,rail_fence,5,34,1.8888888888888888,18
this is a secret message number 948,t ac s b9hsi  ertmsaemne 4issegeru8,rail_fence,3,35,2.0588235294117645,17
this is a secret message number 949,ti sasce egs ubr9h9li  ertmsaenme 4,rail_fence,2,35,2.0588235294117645,17
this is a secret message number 950,ita  9h  tmen 5isesegur0sietrsame csb,rail_fence,5,37,2.176470588235294,17
this is a secret message number 951,tsce rhi rmsene ia se sgub91s txm5,rail_fence,4,34,1.8888888888888888,18
this is a secret message number 952,t ac s bihsf  ertmsaenme 5isseegur2,rail_fence,3,35,2.0588235294117645,17
this is a secret message number 953,ClQRB RB J BNLANC VNBdBJPN WDVKNA s953,caesar,9,38,1.9,20
this is a secret message number 954,kMABL BL T LnVKXM FXLLTZX GNFUXK 54,caesar,19,35,1.9444444444444444,18
this is a secret message number 955,ESlD TD L DPNCPE XPDDLgP YFXuPC 955,caesar,11,35,2.0588235294117645,17
this is a secret message number 956,GUnVF FV N FRPERG ZRFFjNTR AHZORE 956,caesar,13,37,1.9473684210526316,19
this is a secret message number 957,DRSCaSC K iCOMBOD WOCvKQO XEWLOB 957,caesar,10,36,1.8,20
